visitorid,itemid,score
610,496,4.3042
610,1449,4.273
610,185,4.269
610,644,4.2474
610,427,4.2365
610,1398,4.2094
610,64,4.209
611,320,4.8969
611,119,4.7628
611,195,4.7169
611,251,4.6757
611,12,4.672
611,1169,4.6382
611,114,4.6112
611,96,4.5858
611,1398,4.5569
611,168,4.5567
612,1063,4.3891
612,318,4.2815
612,924,4.2418
612,496,4.1824
612,275,4.1595
612,1642,4.1096
612,633,4.0371
612,427,4.0156
612,189,3.9932
612,947,3.9897
613,694,4.9009
613,1449,4.8509
613,408,4.828
613,483,4.7732
613,318,4.7521
613,64,4.7407
613,963,4.6815
613,178,4.6539
613,114,4.6284
613,1642,4.6231
614,900,4.1869
614,113,4.1197
614,169,4.1098
614,516,4.0887
614,1159,4.0542
614,1205,4.05
614,114,4.0002
614,430,3.998
614,904,3.9869
614,1466,3.9828
615,483,4.8624
615,1449,4.7727
615,474,4.7557
615,178,4.7365
615,479,4.7194
615,357,4.6861
615,511,4.6844
615,187,4.6805
615,525,4.6769
615,603,4.675
616,318,4.9069
616,1642,4.6097
616,1449,4.6037
616,357,4.559
616,64,4.5555
616,313,4.5384
616,22,4.5374
616,272,4.5227
616,750,4.4971
616,302,4.4932
617,74,4.5191
617,1512,4.2787
617,1203,4.0703
617,641,4.0692
617,192,3.92
617,135,3.907
617,868,3.8573
617,320,3.8466
617,589,3.8224
617,185,3.7806
618,318,4.135
618,64,4.0691
618,185,4.0596
618,496,4.0396
618,316,4.0219
618,272,3.9991
618,174,3.9965
618,483,3.9709
618,427,3.963
618,480,3.9422
619,79,4.3943
619,313,4.3613
619,265,4.3054
619,1063,4.292
619,183,4.2866
619,144,4.2637
619,1169,4.2623
619,174,4.2521
619,1450,4.251
619,96,4.2483
620,1169,4.7059
620,1220,4.6999
620,282,4.6588
620,250,4.6241
620,968,4.6161
620,257,4.6059
620,189,4.6029
620,1159,4.5775
620,966,4.5755
620,1589,4.5725
621,64,4.595
621,186,4.5885
621,1467,4.5757
621,169,4.5637
621,50,4.5493
621,915,4.5408
621,1169,4.5261
621,1268,4.476
621,963,4.4629
621,408,4.4562
622,408,4.6147
622,114,4.6048
622,64,4.5886
622,1467,4.5573
622,173,4.5508
622,313,4.546
622,318,4.5075
622,169,4.5064
622,50,4.4735
622,302,4.4629
623,174,4.5291
623,496,4.5178
623,50,4.5133
623,172,4.4606
623,1450,4.4341
623,318,4.3933
623,483,4.3749
623,498,4.3568
623,194,4.315
623,648,4.3085
624,1589,4.818
624,1449,4.79
624,114,4.5952
624,1642,4.5794
624,64,4.5594
624,515,4.5315
624,318,4.5254
624,603,4.5034
624,272,4.4983
624,1398,4.4946
625,1449,4.1966
625,1589,4.1135
625,50,4.1035
625,483,4.0607
625,1398,3.9891
625,172,3.9725
625,169,3.9671
625,603,3.967
625,1169,3.9596
625,1122,3.9521
626,854,4.0412
626,853,3.9068
626,56,3.8917
626,12,3.8478
626,1388,3.7727
626,1589,3.77
626,42,3.7544
626,272,3.7464
626,656,3.7417
626,1065,3.6924
627,1589,4.4452
627,1449,4.403
627,169,4.3301
627,205,4.2737
627,114,4.2676
627,199,4.2304
627,515,4.2203
627,64,4.2135
627,127,4.2012
627,189,4.1966
628,1167,5.9227
628,318,5.6277
628,51,5.5813
628,1639,5.573
628,241,5.5041
628,313,5.4926
628,520,5.4167
628,1449,5.3882
628,57,5.3143
628,1612,5.3133
629,963,5.1575
629,1449,4.9781
629,64,4.9288
629,408,4.9148
629,1064,4.8209
629,1122,4.8175
629,318,4.8151
629,511,4.8106
629,483,4.8105
629,127,4.7872
630,288,4.2137
630,117,4.1205
630,219,4.1184
630,161,4.0905
630,64,4.0827
630,11,4.0576
630,282,4.0311
630,313,3.9839
630,963,3.9766
630,682,3.9751
631,613,4.184
631,251,4.0949
631,1449,4.018
631,50,4.0165
631,318,3.9462
631,963,3.9257
631,64,3.9086
631,408,3.8963
631,1642,3.8956
631,272,3.8932
632,50,4.5819
632,174,4.5627
632,172,4.4976
632,483,4.4727
632,205,4.4211
632,496,4.4049
632,837,4.3874
632,173,4.383
632,318,4.3583
632,408,4.3083
633,79,3.9293
633,313,3.9131
633,318,3.9023
633,96,3.8967
633,174,3.8838
633,520,3.8159
633,22,3.8074
633,300,3.7794
633,1605,3.7733
633,1169,3.7539
634,315,4.3773
634,64,4.3167
634,272,4.3145
634,318,4.3096
634,1642,4.2543
634,127,4.217
634,1468,4.2082
634,1169,4.2022
634,1449,4.2017
634,1131,4.2016
635,302,4.6903
635,114,4.5982
635,1449,4.5018
635,318,4.4865
635,1240,4.4217
635,813,4.398
635,262,4.3899
635,12,4.3744
635,589,4.3536
635,408,4.3366
636,1589,5.6286
636,1449,5.5085
636,1169,5.3755
636,1268,5.3364
636,963,5.3309
636,1122,5.3266
636,50,5.3258
636,408,5.2707
636,1019,5.2308
636,64,5.2084
637,1233,4.407
637,1167,3.9694
637,1192,3.8917
637,318,3.7025
637,496,3.6748
637,1344,3.6654
637,515,3.5691
637,969,3.5622
637,1136,3.5253
637,690,3.5233
638,50,4.1744
638,174,4.1654
638,520,4.1312
638,173,4.116
638,64,4.0995
638,1450,4.0778
638,318,4.0491
638,172,4.042
638,96,4.0397
638,22,4.013
639,1512,4.2149
639,1194,3.9676
639,615,3.9616
639,694,3.9264
639,242,3.87
639,1558,3.8492
639,483,3.8315
639,836,3.8218
639,1286,3.7301
639,835,3.725
640,50,5.3522
640,1449,5.2711
640,169,5.2614
640,1169,5.2137
640,1589,5.15
640,1467,5.1456
640,174,5.1391
640,408,5.1371
640,173,5.1328
640,114,5.1224
641,1449,4.9756
641,1642,4.8426
641,114,4.7969
641,262,4.7671
641,60,4.7575
641,474,4.7334
641,896,4.7018
641,654,4.6979
641,56,4.6448
641,1558,4.6292
642,1138,4.7651
642,50,4.7497
642,793,4.7254
642,613,4.6594
642,1169,4.6494
642,181,4.6126
642,310,4.5913
642,958,4.5886
642,394,4.5655
642,173,4.5513
643,1398,4.477
643,483,4.4701
643,603,4.465
643,119,4.4451
643,56,4.4328
643,64,4.4283
643,474,4.4085
643,134,4.4037
643,169,4.392
643,1642,4.391
644,1169,5.1428
644,1589,5.0185
644,900,5.0167
644,915,4.9454
644,1159,4.9354
644,313,4.8299
644,199,4.7802
644,169,4.7471
644,189,4.7467
644,113,4.7196
645,1449,4.8134
645,127,4.7148
645,474,4.6974
645,654,4.6738
645,483,4.6341
645,192,4.6098
645,197,4.5934
645,603,4.5848
645,23,4.5755
645,114,4.5678
646,318,3.7878
646,313,3.7568
646,316,3.6936
646,315,3.6816
646,1160,3.6802
646,57,3.6688
646,190,3.6579
646,1192,3.6477
646,64,3.6291
646,1639,3.615
647,1169,4.5783
647,64,4.5709
647,318,4.5392
647,963,4.5259
647,1449,4.441
647,1064,4.4377
647,119,4.4331
647,1122,4.3945
647,50,4.3842
647,127,4.377
648,50,4.5858
648,174,4.5354
648,1269,4.498
648,172,4.4683
648,173,4.4654
648,169,4.4586
648,195,4.4357
648,194,4.368
648,434,4.3458
648,181,4.3048
649,313,4.6531
649,64,4.5452
649,1192,4.4557
649,127,4.43
649,117,4.3993
649,318,4.3986
649,205,4.3689
649,613,4.3525
649,1169,4.3321
649,272,4.3224
650,1449,4.1075
650,50,4.044
650,169,4.0417
650,408,3.9798
650,483,3.937
650,114,3.8616
650,302,3.8474
650,1398,3.8468
650,1122,3.8457
650,119,3.8439
651,251,4.7699
651,320,4.7551
651,1266,4.5945
651,302,4.494
651,1398,4.4806
651,1174,4.4484
651,515,4.4369
651,767,4.406
651,306,4.4018
651,889,4.3745
652,313,4.292
652,1192,4.2213
652,318,4.2
652,223,4.1797
652,114,4.1115
652,1449,4.1099
652,1063,4.1016
652,272,4.0944
652,64,4.0742
652,113,4.0499
653,169,3.9286
653,408,3.8356
653,114,3.7226
653,12,3.7196
653,89,3.6363
653,173,3.6292
653,613,3.6285
653,195,3.611
653,313,3.6102
653,205,3.6066
654,969,4.6768
654,313,4.6408
654,173,4.6394
654,174,4.6387
654,318,4.5711
654,408,4.5539
654,64,4.5501
654,143,4.4975
654,22,4.4951
654,83,4.4827
655,1368,4.0377
655,1131,3.9211
655,1449,3.8896
655,1651,3.8521
655,1650,3.8521
655,1645,3.8521
655,1636,3.8521
655,1631,3.8521
655,1642,3.8232
655,1639,3.7016
656,1368,3.4882
656,47,3.4701
656,347,3.4281
656,842,3.3937
656,56,3.3552
656,320,3.3538
656,306,3.353
656,344,3.3462
656,1218,3.342
656,132,3.3333
657,1126,4.4115
657,14,4.3922
657,1117,4.3902
657,126,4.3762
657,1099,4.2562
657,936,4.2349
657,543,4.2135
657,1193,4.132
657,178,4.1305
657,165,4.1245
658,56,4.4134
658,318,4.3994
658,127,4.3826
658,1449,4.3714
658,1642,4.322
658,12,4.3182
658,64,4.318
658,515,4.3107
658,1398,4.2966
658,357,4.2952
659,1064,4.6702
659,1449,4.5223
659,114,4.5115
659,169,4.4787
659,483,4.4577
659,603,4.4485
659,64,4.4327
659,113,4.4319
659,479,4.4143
659,408,4.3954
660,114,3.6274
660,169,3.5992
660,408,3.5733
660,173,3.5497
660,168,3.504
660,513,3.4338
660,50,3.4262
660,718,3.3957
660,119,3.3724
660,1449,3.3673
661,50,4.7011
661,408,4.6223
661,318,4.612
661,483,4.5979
661,174,4.5849
661,172,4.5725
661,169,4.5706
661,496,4.4914
661,64,4.4849
661,520,4.4522
662,856,4.7568
662,1137,4.7533
662,1589,4.7319
662,887,4.7117
662,285,4.6771
662,512,4.6012
662,1642,4.5907
662,6,4.5774
662,1381,4.5522
662,1233,4.4905
663,1589,4.575
663,313,4.4859
663,520,4.3575
663,1449,4.3506
663,12,4.3502
663,64,4.3485
663,515,4.3261
663,318,4.322
663,98,4.3189
663,316,4.3008
664,1449,4.7104
664,408,4.5549
664,114,4.5495
664,483,4.5172
664,474,4.4837
664,127,4.4627
664,694,4.4333
664,603,4.4242
664,654,4.4153
664,1398,4.4115
665,64,4.2887
665,1169,4.269
665,169,4.2536
665,1589,4.2166
665,1467,4.2153
665,272,4.1922
665,223,4.1868
665,318,4.1842
665,114,4.1825
665,1642,4.1523
666,1449,4.7755
666,1642,4.4526
666,1589,4.4383
666,1512,4.4343
666,1398,4.3987
666,1122,4.3483
666,483,4.342
666,512,4.3337
666,474,4.3158
666,59,4.3071
667,357,4.7431
667,318,4.7265
667,114,4.6866
667,1449,4.6396
667,603,4.6265
667,515,4.5929
667,272,4.5769
667,1398,4.5729
667,64,4.5351
667,483,4.5035
668,169,4.7669
668,1169,4.6719
668,251,4.6105
668,114,4.5961
668,119,4.5761
668,1449,4.4503
668,272,4.4445
668,12,4.4333
668,320,4.4168
668,434,4.4065
669,408,4.3815
669,114,4.3225
669,1449,4.2852
669,483,4.2635
669,511,4.2616
669,474,4.246
669,647,4.2183
669,530,4.2132
669,513,4.2064
669,262,4.1695
670,705,4.5384
670,57,4.5077
670,1450,4.4931
670,479,4.426
670,482,4.4027
670,496,4.391
670,64,4.3764
670,113,4.3757
670,1142,4.3716
670,694,4.3451
671,50,4.7362
671,174,4.7165
671,172,4.6426
671,181,4.5594
671,64,4.5108
671,963,4.484
671,966,4.4398
671,1269,4.4346
671,204,4.4042
671,267,4.4036
672,1159,4.8779
672,1589,4.6311
672,1099,4.5653
672,286,4.563
672,1642,4.4682
672,463,4.4018
672,1466,4.3864
672,718,4.3642
672,320,4.3459
672,1449,4.3445
673,272,4.8289
673,318,4.7952
673,1642,4.7584
673,1664,4.758
673,165,4.6631
673,1064,4.6294
673,1449,4.6007
673,483,4.5953
673,1398,4.5738
673,166,4.5622
674,313,5.0075
674,64,4.8781
674,1589,4.7222
674,22,4.6774
674,915,4.6077
674,282,4.5736
674,1233,4.5629
674,318,4.5585
674,900,4.5443
674,1468,4.5281
675,212,4.994
675,1512,4.9251
675,1653,4.899
675,1628,4.8425
675,1664,4.6612
675,14,4.6394
675,522,4.6081
675,1642,4.5869
675,1099,4.5854
675,1558,4.5714
676,909,4.8528
676,113,4.8046
676,408,4.7946
676,169,4.7294
676,174,4.7238
676,166,4.6882
676,945,4.6365
676,1064,4.6322
676,114,4.6256
676,318,4.6208
677,327,5.2057
677,313,5.008
677,1589,4.9377
677,1019,4.8624
677,173,4.7825
677,183,4.7483
677,1612,4.7397
677,169,4.7221
677,50,4.7204
677,1240,4.694
678,127,4.4066
678,915,4.2581
678,1368,4.2119
678,516,4.2071
678,183,4.2061
678,192,4.1998
678,482,4.1885
678,100,4.1701
678,276,4.1531
678,187,4.1444
679,408,4.6723
679,1449,4.6551
679,114,4.5796
679,89,4.5146
679,1589,4.4408
679,127,4.4277
679,50,4.4205
679,169,4.397
679,12,4.3895
679,1167,4.3811
680,1449,4.8491
680,1642,4.7741
680,114,4.7186
680,1398,4.682
680,169,4.6465
680,408,4.6433
680,50,4.6324
680,483,4.6262
680,923,4.5686
680,745,4.5554
681,1394,4.8375
681,286,4.3277
681,1242,4.2854
681,909,4.1567
681,378,4.1469
681,126,4.1324
681,459,4.1161
681,898,4.1039
681,812,4.1025
681,162,4.0637
682,1589,4.4761
682,50,4.3609
682,64,4.2514
682,172,4.1877
682,1167,4.1654
682,181,4.1427
682,316,4.1191
682,318,4.0957
682,1467,4.0596
682,57,4.0349
683,1449,4.4471
683,114,4.2576
683,134,4.2531
683,50,4.2489
683,511,4.2425
683,251,4.2108
683,408,4.2106
683,119,4.2093
683,1642,4.166
683,483,4.1562
684,408,4.2274
684,174,4.1845
684,50,4.1424
684,169,4.14
684,318,4.0781
684,64,4.0653
684,1064,4.0556
684,496,4.0405
684,483,4.0376
684,172,4.0352
685,19,2.7586
685,302,2.6768
685,902,2.6124
685,50,2.6028
685,91,2.5715
685,132,2.5493
685,882,2.5397
685,793,2.5327
685,166,2.516
685,181,2.4816
686,357,5.1768
686,408,5.1667
686,1398,5.1644
686,114,5.1607
686,318,5.1387
686,474,5.1347
686,694,5.1193
686,127,5.1087
686,603,5.0994
686,1449,5.0918
687,1589,5.0117
687,313,4.7694
687,173,4.6902
687,169,4.6119
687,64,4.5963
687,50,4.5844
687,408,4.5666
687,318,4.5402
687,520,4.5316
687,515,4.4911
688,313,5.9321
688,1063,5.9029
688,1664,5.7605
688,745,5.7022
688,316,5.6402
688,1589,5.6175
688,1449,5.5743
688,1639,5.5366
688,645,5.5287
688,1167,5.4945
689,228,4.7469
689,96,4.7341
689,181,4.6952
689,50,4.6876
689,222,4.6452
689,169,4.5987
689,109,4.5777
689,174,4.5757
689,230,4.5648
689,408,4.5491
690,64,4.0832
690,69,4.0593
690,496,3.9653
690,318,3.9326
690,117,3.8813
690,22,3.8737
690,313,3.8648
690,272,3.8226
690,520,3.822
690,282,3.8077
691,1449,5.2994
691,1512,5.1203
691,483,5.0542
691,1167,5.0506
691,318,4.961
691,904,4.9315
691,1642,4.9003
691,57,4.8878
691,361,4.8859
691,170,4.8599
692,272,4.1429
692,64,4.0985
692,750,4.0547
692,22,3.983
692,963,3.9615
692,318,3.941
692,1064,3.9315
692,651,3.8983
692,1169,3.8882
692,345,3.8785
693,64,3.806
693,272,3.7364
693,318,3.7243
693,316,3.6975
693,127,3.6865
693,603,3.6695
693,357,3.65
693,98,3.6418
693,178,3.6369
693,192,3.6079
694,1449,4.789
694,64,4.7533
694,318,4.7303
694,483,4.7206
694,174,4.6628
694,1122,4.642
694,408,4.6412
694,50,4.6344
694,1064,4.5903
694,511,4.585
695,320,5.3153
695,1022,4.9148
695,60,4.8876
695,1558,4.8755
695,884,4.8387
695,179,4.8344
695,1405,4.761
695,1466,4.7382
695,1298,4.6919
695,10,4.6553
696,320,5.4771
696,474,5.1085
696,1398,5.0861
696,718,5.024
696,179,5.0087
696,1174,4.9283
696,251,4.8933
696,1449,4.879
696,119,4.8619
696,1642,4.8284
697,169,5.5129
697,114,5.3988
697,1449,5.2571
697,189,5.1854
697,923,5.1449
697,745,5.1315
697,100,5.082
697,285,5.0819
697,1642,5.059
697,408,5.0298
698,613,4.0479
698,83,3.6853
698,173,3.5941
698,50,3.5625
698,251,3.5258
698,151,3.4978
698,1268,3.4773
698,10,3.469
698,515,3.4601
698,434,3.4504
699,1589,4.2407
699,1449,4.2049
699,921,4.1882
699,1639,4.1125
699,1642,4.1051
699,1194,3.9816
699,1398,3.9691
699,1131,3.9545
699,1122,3.9489
699,1651,3.9393
700,50,4.4353
700,172,4.2788
700,181,4.2227
700,174,4.1183
700,1450,3.9555
700,318,3.9486
700,64,3.9276
700,173,3.9169
700,520,3.9167
700,22,3.8271
701,114,5.1824
701,1449,5.1786
701,169,5.0901
701,408,5.0255
701,318,5.0135
701,1398,5.0134
701,1642,4.9978
701,923,4.9679
701,483,4.9556
701,1589,4.9412
702,228,4.3517
702,1063,4.1465
702,408,4.0731
702,337,4.013
702,1192,3.9914
702,169,3.9865
702,258,3.962
702,50,3.918
702,1167,3.9124
702,172,3.8604
703,174,4.8084
703,50,4.7667
703,172,4.7232
703,64,4.6577
703,22,4.5165
703,181,4.5108
703,1269,4.5087
703,79,4.5019
703,963,4.4852
703,98,4.4668
704,1512,4.5284
704,127,4.4712
704,483,4.4489
704,482,4.4386
704,481,4.4022
704,320,4.3831
704,318,4.3819
704,488,4.3529
704,644,4.3318
704,185,4.3244
705,300,4.5097
705,1220,4.4355
705,1620,4.4207
705,742,4.3897
705,121,4.3825
705,692,4.2866
705,1643,4.2576
705,15,4.2436
705,1269,4.2424
705,66,4.2366
706,1450,4.6605
706,902,4.4583
706,613,4.4231
706,1167,4.2243
706,936,4.1985
706,126,4.1927
706,50,4.1733
706,69,4.1605
706,1589,4.1579
706,241,4.138
707,1642,4.8529
707,1137,4.7595
707,1628,4.7218
707,533,4.619
707,543,4.5961
707,1024,4.5873
707,116,4.5047
707,19,4.5003
707,1466,4.4951
707,896,4.4579
708,1269,4.6775
708,22,4.5698
708,963,4.5273
708,1589,4.5077
708,866,4.4266
708,126,4.4149
708,174,4.3761
708,1167,4.361
708,1450,4.3297
708,421,4.3151
709,316,4.3392
709,64,4.3335
709,174,4.3111
709,127,4.2939
709,520,4.2825
709,272,4.2645
709,1169,4.2311
709,205,4.1909
709,50,4.1891
709,313,4.1828
710,1449,4.5654
710,127,4.48
710,483,4.4304
710,187,4.4074
710,192,4.3914
710,23,4.3697
710,511,4.3516
710,654,4.3463
710,488,4.3412
710,119,4.3359
711,1449,5.0566
711,1398,5.0217
711,1642,4.9735
711,318,4.9183
711,251,4.872
711,114,4.8471
711,694,4.8305
711,170,4.7766
711,483,4.7511
711,408,4.7471
712,1063,4.8148
712,143,4.5457
712,720,4.4766
712,313,4.4697
712,692,4.4597
712,1220,4.4563
712,318,4.4536
712,1138,4.4386
712,300,4.4339
712,392,4.4236
713,251,4.4005
713,344,4.2306
713,1218,4.0354
713,613,4.019
713,347,3.8246
713,119,3.7764
713,191,3.7417
713,256,3.725
713,132,3.6846
713,56,3.6527
714,250,4.4401
714,385,4.3882
714,96,4.3858
714,181,4.3551
714,1589,4.2931
714,50,4.28
714,172,4.2445
714,169,4.2242
714,541,4.1829
714,174,4.1751
715,64,4.5797
715,313,4.4565
715,318,4.4434
715,12,4.3598
715,174,4.3255
715,22,4.3154
715,272,4.3017
715,357,4.2876
715,169,4.2604
715,1467,4.2443
716,318,4.9646
716,1449,4.7422
716,483,4.6831
716,114,4.6756
716,427,4.6624
716,1398,4.6573
716,64,4.6524
716,272,4.6515
716,170,4.6456
716,408,4.6233
717,318,5.1865
717,114,5.0054
717,1192,4.9649
717,1642,4.9439
717,1398,4.9219
717,113,4.8821
717,64,4.8805
717,750,4.8372
717,302,4.8293
717,1449,4.8141
718,300,4.7061
718,1605,4.5675
718,1192,4.5373
718,1138,4.5015
718,1016,4.4992
718,117,4.4885
718,392,4.4618
718,742,4.4617
718,71,4.4595
718,385,4.4544
719,318,4.3564
719,969,4.2319
719,313,4.1569
719,64,4.1142
719,735,4.0454
719,98,4.0038
719,357,4.0023
719,22,3.9936
719,1450,3.9721
719,1053,3.9453
720,1642,4.8697
720,1449,4.8366
720,1398,4.6461
720,887,4.642
720,408,4.591
720,285,4.5774
720,543,4.5486
720,318,4.5417
720,1176,4.5318
720,251,4.522
721,169,4.5523
721,1589,4.5354
721,1169,4.5149
721,50,4.4541
721,22,4.4501
721,64,4.4206
721,316,4.3924
721,113,4.3732
721,1064,4.3648
721,174,4.3537
722,1449,4.8474
722,64,4.6887
722,223,4.6569
722,408,4.6278
722,963,4.5739
722,12,4.5142
722,318,4.5128
722,1642,4.5089
722,114,4.5046
722,1122,4.4598
723,169,3.9192
723,50,3.8926
723,173,3.8908
723,408,3.8178
723,168,3.7784
723,172,3.7447
723,174,3.7305
723,12,3.6869
723,1589,3.6718
723,83,3.6343
724,313,3.8282
724,721,3.6751
724,1467,3.6277
724,1589,3.5927
724,993,3.5435
724,64,3.5227
724,169,3.4999
724,22,3.3651
724,173,3.3473
724,963,3.3381
725,1159,4.9269
725,272,4.8638
725,1449,4.8001
725,316,4.7903
725,313,4.7882
725,990,4.7732
725,169,4.6996
725,645,4.6713
725,1589,4.6618
725,190,4.6577
726,1664,4.5297
726,832,4.2963
726,319,4.2312
726,294,4.1175
726,463,4.114
726,113,4.0756
726,1159,4.0749
726,945,3.9837
726,189,3.9657
726,1193,3.9378
727,169,4.3138
727,114,4.1945
727,173,4.1843
727,1589,4.1223
727,12,4.1058
727,408,4.0961
727,313,4.0542
727,189,4.0483
727,1159,3.9654
727,83,3.9454
728,313,4.8155
728,1589,4.6983
728,64,4.6743
728,302,4.5801
728,169,4.5691
728,318,4.5446
728,1449,4.5409
728,22,4.4978
728,223,4.4898
728,98,4.4838
729,354,3.9307
729,1159,3.7178
729,886,3.622
729,64,3.5923
729,628,3.5858
729,472,3.5816
729,1589,3.5805
729,392,3.5749
729,990,3.5436
729,1169,3.536
730,408,4.5284
730,169,4.4744
730,114,4.4152
730,516,4.3513
730,223,4.337
730,657,4.2979
730,1251,4.2966
730,302,4.2817
730,1449,4.2701
730,45,4.237
731,1063,4.7384
731,607,4.5411
731,57,4.4733
731,663,4.4183
731,735,4.4036
731,1084,4.3833
731,427,4.3763
731,170,4.3744
731,694,4.3678
731,1503,4.3634
732,394,5.3433
732,969,5.2414
732,318,5.2051
732,1167,5.1799
732,898,5.1146
732,707,5.0346
732,1278,4.9806
732,496,4.9728
732,83,4.9518
732,659,4.8925
733,1405,4.3446
733,1449,4.0814
733,1398,4.0589
733,1642,4.0207
733,522,4.0005
733,14,3.9912
733,285,3.9598
733,1512,3.9516
733,537,3.9345
733,479,3.9251
734,496,4.5439
734,143,4.3836
734,318,4.2998
734,427,4.1077
734,659,4.0979
734,64,4.0914
734,136,4.0881
734,419,4.0829
734,607,4.0364
734,1194,4.0268
735,272,4.43
735,318,4.2657
735,1449,4.2598
735,64,4.2117
735,114,4.1907
735,12,4.173
735,487,4.1488
735,316,4.137
735,1398,4.137
735,315,4.107
736,1388,4.6918
736,253,4.6412
736,207,4.618
736,475,4.566
736,114,4.5083
736,652,4.5019
736,1137,4.4951
736,515,4.4868
736,474,4.4864
736,1193,4.4849
737,1589,4.7139
737,1449,4.6244
737,127,4.5936
737,56,4.5756
737,12,4.5221
737,187,4.5018
737,114,4.5002
737,156,4.4525
737,60,4.4246
737,654,4.4008
738,50,4.6165
738,408,4.5225
738,174,4.5003
738,169,4.49
738,172,4.4573
738,173,4.4096
738,64,4.3206
738,181,4.3148
738,520,4.2244
738,114,4.2235
739,916,4.7937
739,1429,4.7745
739,359,4.6116
739,96,4.1888
739,97,4.1782
739,1394,4.0812
739,69,4.067
739,526,3.9789
739,305,3.9511
739,166,3.9435
740,318,4.6403
740,286,4.4749
740,272,4.434
740,1233,4.3995
740,496,4.3067
740,1642,4.2562
740,1449,4.2484
740,707,4.2256
740,86,4.2208
740,126,4.2051
741,64,4.4935
741,318,4.4695
741,1449,4.4181
741,483,4.3994
741,357,4.3907
741,178,4.3697
741,272,4.3506
741,1142,4.3285
741,603,4.3249
741,427,4.3211
742,1512,5.0386
742,537,4.7597
742,753,4.7494
742,357,4.6759
742,1449,4.6695
742,603,4.6557
742,483,4.653
742,178,4.5932
742,487,4.5881
742,64,4.5863
743,1589,4.8901
743,100,4.8364
743,113,4.8222
743,114,4.8125
743,1405,4.7987
743,1449,4.7683
743,516,4.7484
743,169,4.7394
743,223,4.6879
743,1021,4.6641
744,1449,4.7776
744,1589,4.6652
744,408,4.5635
744,302,4.5573
744,50,4.5337
744,56,4.5226
744,169,4.5173
744,512,4.4826
744,1122,4.4644
744,12,4.4561
745,1589,4.3431
745,1159,4.0287
745,169,4.0102
745,64,3.9267
745,1524,3.8976
745,1169,3.8887
745,718,3.8572
745,173,3.857
745,492,3.8167
745,12,3.8111
746,173,4.3675
746,520,4.2781
746,1012,4.2624
746,1450,4.2601
746,313,4.2508
746,174,4.244
746,50,4.2082
746,144,4.1945
746,42,4.1617
746,431,4.1313
747,483,5.0392
747,127,5.0034
747,1642,4.9878
747,1449,4.9875
747,474,4.9875
747,318,4.9512
747,1398,4.9459
747,132,4.9407
747,427,4.9378
747,192,4.933
748,1589,4.4024
748,169,4.3169
748,50,4.2707
748,408,4.264
748,114,4.242
748,64,4.2342
748,1449,4.1182
748,12,4.1172
748,172,4.1048
748,318,4.1012
749,318,4.6346
749,50,4.5778
749,64,4.5548
749,1169,4.551
749,1450,4.5406
749,174,4.4982
749,520,4.4877
749,136,4.452
749,172,4.4481
749,496,4.4332
750,169,4.5899
750,1449,4.5127
750,12,4.4022
750,114,4.3847
750,272,4.3509
750,408,4.3492
750,89,4.2998
750,963,4.2985
750,189,4.2925
750,64,4.2814
751,50,4.5636
751,1169,4.4368
751,172,4.3869
751,194,4.3435
751,478,4.3241
751,483,4.2803
751,83,4.276
751,181,4.254
751,613,4.2476
751,173,4.2401
752,195,4.3961
752,50,4.374
752,173,4.3432
752,306,4.3396
752,251,4.3049
752,902,4.2511
752,302,4.239
752,434,4.2087
752,219,4.1797
752,184,4.1673
753,207,4.7172
753,170,4.6264
753,936,4.5139
753,1084,4.4978
753,165,4.4975
753,114,4.4816
753,969,4.474
753,923,4.4551
753,169,4.4383
753,317,4.4186
754,963,4.3192
754,521,4.1648
754,64,4.115
754,211,4.1092
754,126,4.0632
754,477,4.0632
754,100,4.0529
754,246,4.0308
754,276,3.9925
754,56,3.9878
755,1233,4.9453
755,1192,4.658
755,113,4.4351
755,1159,4.4178
755,1167,4.3874
755,1427,4.3751
755,169,4.3504
755,189,4.3418
755,1589,4.3339
755,662,4.3274
756,1589,4.1204
756,1449,4.0596
756,169,4.058
756,613,4.047
756,408,4.0438
756,12,4.0167
756,223,4.0092
756,64,3.9627
756,83,3.9587
756,1642,3.943
757,50,4.342
757,1589,4.2339
757,1449,4.1657
757,172,4.1418
757,64,4.1232
757,12,4.1059
757,169,4.0971
757,408,4.0892
757,174,4.0679
757,181,4.067
758,1169,4.9582
758,603,4.9172
758,1367,4.9161
758,169,4.9083
758,1007,4.8675
758,1398,4.8391
758,1642,4.8367
758,483,4.834
758,1449,4.8319
758,1589,4.8244
759,392,4.804
759,1269,4.6005
759,300,4.5809
759,117,4.5756
759,121,4.5696
759,210,4.5527
759,161,4.5508
759,15,4.5457
759,22,4.5362
759,1189,4.5241
760,776,4.4856
760,1218,4.0305
760,451,3.9098
760,339,3.8924
760,219,3.7654
760,487,3.7302
760,969,3.7127
760,367,3.7121
760,845,3.6821
760,588,3.6817
761,22,4.2137
761,1157,4.1454
761,1443,4.0965
761,1063,4.0819
761,313,3.9836
761,118,3.8579
761,924,3.8388
761,333,3.8385
761,161,3.8281
761,79,3.804
762,515,4.8265
762,12,4.549
762,919,4.4811
762,657,4.4212
762,955,4.3647
762,357,4.3467
762,753,4.3435
762,1143,4.3162
762,1589,4.31
762,302,4.2717
